route_id,service_id,trip_id,shape_id
28010004,mon-tues-wed-thurs-fri-sat-sun,1_1,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_2,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_3,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_4,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_5,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_6,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_7,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_8,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_9,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_10,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_11,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_12,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_13,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_14,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_15,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_16,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_17,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_18,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_19,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_20,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_21,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_22,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_23,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_24,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_25,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_26,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_27,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_28,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_29,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_30,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_31,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_32,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_33,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_34,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_35,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_36,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_37,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_38,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_39,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_40,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_41,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_42,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_43,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_44,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_45,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_46,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_47,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_48,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_49,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_50,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_51,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_52,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_53,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_54,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_55,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_56,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_57,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_58,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_59,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_60,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_61,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_62,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_63,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_64,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_65,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_66,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_67,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_68,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_69,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_70,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_71,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_72,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_73,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_74,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_75,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_76,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_77,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_78,1
28010004,mon-tues-wed-thurs-fri-sat-sun,1_79,1
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_1,1(강화)
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_2,1(강화)
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_3,1(강화)
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_4,1(강화)
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_5,1(강화)
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_6,1(강화)
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_7,1(강화)
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_8,1(강화)
28032032,mon-tues-wed-thurs-fri-sat-sun,1(강화)_9,1(강화)
28011002,mon-tues-wed-thurs-fri-sat-sun,10_1,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_2,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_3,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_4,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_5,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_6,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_7,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_8,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_9,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_10,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_11,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_12,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_13,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_14,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_15,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_16,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_17,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_18,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_19,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_20,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_21,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_22,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_23,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_24,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_25,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_26,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_27,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_28,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_29,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_30,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_31,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_32,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_33,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_34,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_35,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_36,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_37,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_38,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_39,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_40,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_41,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_42,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_43,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_44,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_45,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_46,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_47,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_48,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_49,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_50,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_51,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_52,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_53,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_54,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_55,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_56,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_57,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_58,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_59,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_60,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_61,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_62,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_63,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_64,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_65,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_66,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_67,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_68,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_69,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_70,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_71,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_72,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_73,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_74,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_75,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_76,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_77,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_78,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_79,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_80,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_81,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_82,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_83,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_84,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_85,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_86,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_87,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_88,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_89,10
28011002,mon-tues-wed-thurs-fri-sat-sun,10_90,10
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_1,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_2,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_3,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_4,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_5,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_6,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_7,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_8,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_9,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_10,10(강화)
28032036,mon-tues-wed-thurs-fri-sat-sun,10(강화)_11,10(강화)
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_1,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_2,1000
