route_id,service_id,trip_id,shape_id
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_3,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_4,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_5,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_6,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_7,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_8,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_9,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_10,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_11,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_12,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_13,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_14,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_15,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_16,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_17,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_18,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_19,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_20,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_21,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_22,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_23,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_24,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_25,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_26,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_27,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_28,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_29,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_30,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_31,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_32,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_33,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_34,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_35,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_36,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_37,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_38,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_39,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_40,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_41,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_42,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_43,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_44,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_45,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_46,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_47,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_48,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_49,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_50,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_51,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_52,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_53,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_54,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_55,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_56,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_57,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_58,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_59,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_60,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_61,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_62,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_63,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_64,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_65,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_66,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_67,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_68,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_69,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_70,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_71,1000
28343001,mon-tues-wed-thurs-fri-sat-sun,1000_72,1000
28030014,mon-tues-wed-thurs-fri-sat-sun,103_1,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_2,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_3,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_4,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_5,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_6,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_7,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_8,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_9,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_10,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_11,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_12,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_13,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_14,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_15,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_16,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_17,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_18,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_19,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_20,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_21,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_22,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_23,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_24,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_25,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_26,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_27,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_28,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_29,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_30,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_31,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_32,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_33,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_34,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_35,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_36,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_37,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_38,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_39,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_40,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_41,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_42,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_43,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_44,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_45,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_46,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_47,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_48,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_49,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_50,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_51,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_52,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_53,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_54,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_55,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_56,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_57,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_58,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_59,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_60,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_61,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_62,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_63,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_64,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_65,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_66,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_67,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_68,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_69,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_70,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_71,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_72,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_73,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_74,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_75,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_76,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_77,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_78,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_79,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_80,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_81,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_82,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_83,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_84,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_85,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_86,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_87,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_88,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_89,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_90,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_91,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_92,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_93,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_94,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_95,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_96,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_97,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_98,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_99,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_100,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_101,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_102,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_103,103
28030014,mon-tues-wed-thurs-fri-sat-sun,103_104,103
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_1,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_2,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_3,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_4,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_5,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_6,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_7,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_8,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_9,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_10,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_11,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_12,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_13,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_14,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_15,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_16,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_17,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_18,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_19,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_20,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_21,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_22,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_23,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_24,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_25,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_26,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_27,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_28,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_29,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_30,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_31,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_32,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_33,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_34,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_35,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_36,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_37,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_38,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_39,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_40,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_41,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_42,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_43,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_44,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_45,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_46,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_47,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_48,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_49,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_50,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_51,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_52,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_53,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_54,103-1
28030020,mon-tues-wed-thurs-fri-sat-sun,103-1_55,103-1
